"CAS_number";"infocard";"STP_PNEC";"URL_Log";"min_STP_PNEC_mg/L";"max_STP_PNEC_mg/L";"STP_PNEC_flag"
"477218-42-1";"100.104.714";"10 mg/L (1)";NA;10;10;"N/A"
"477775-57-8";"100.223.644";NA;NA;NA;NA;"Missing_PNEC"
"477788-45-7";"100.103.125";NA;NA;NA;NA;"Missing_PNEC"
"478-43-3";"100.006.839";NA;NA;NA;NA;"Missing_PNEC"
"478273-36-8";"100.103.740";NA;NA;NA;NA;"Missing_PNEC"
"478385-88-5";"100.105.049";NA;NA;NA;NA;"Missing_PNEC"
"478556-66-0";"100.104.469";NA;NA;NA;NA;"Missing_PNEC"
"4786-20-3";"100.023.032";NA;NA;NA;NA;"Missing_PNEC"
"478945-46-9";"100.125.987";NA;NA;NA;NA;"Missing_PNEC"
"479-27-6";"100.006.846";"1.96 mg/L (2)";NA;1.96;1.96;"N/A"
"4795-29-3";"100.023.047";NA;NA;NA;NA;"Missing_PNEC"
"479541-17-8";"100.103.825";NA;NA;NA;NA;"Missing_PNEC"
"479683-04-0";"100.235.484";NA;NA;NA;NA;"Missing_PNEC"
"480-16-0";"100.006.858";NA;NA;NA;NA;"Missing_PNEC"
"480-96-6";"100.006.873";NA;NA;NA;NA;"Missing_PNEC"
"480427-96-1";"100.117.664";NA;NA;NA;NA;"Missing_PNEC"
"480445-87-2";"100.100.864";NA;NA;NA;NA;"Missing_PNEC"
"480449-70-5";"100.310.498";NA;NA;NA;NA;"Missing_PNEC"
"480452-36-6";"100.272.146";NA;NA;NA;NA;"Missing_PNEC"
"48076-38-6";"100.051.210";"100 mg/L (1)";NA;100;100;"N/A"
"481-29-8";"100.006.877";NA;NA;NA;NA;"Missing_PNEC"
"4813-57-4";"100.023.076";"100 mg/L (1)";NA;100;100;"N/A"
"48145-04-6";"100.051.219";"1.77 mg/L (1)";NA;1.77;1.77;"N/A"
"4816-80-2";"100.023.082";NA;NA;NA;NA;"Missing_PNEC"
"4819-67-4";"100.023.084";"2.57 mg/L (1)";NA;2.57;2.57;"N/A"
"482-15-5";"100.006.890";NA;NA;NA;NA;"Missing_PNEC"
"482-35-9";"100.105.412";NA;NA;NA;NA;"Missing_PNEC"
"482-89-3";"100.006.898";"Inf";NA;Inf;Inf;"Hazard_unlikely/not_identified"
"4826-71-5";"100.023.093";"10 mg/L (1)";NA;10;10;"N/A"
"483-55-6";"100.006.905";NA;NA;NA;NA;"Missing_PNEC"
"4835-90-9";"100.023.108";NA;NA;NA;NA;"Missing_PNEC"
"4839-46-7";"100.023.113";NA;NA;NA;NA;"Missing_PNEC"
"483965-67-9";"100.119.719";NA;NA;NA;NA;"Missing_PNEC"
"484-33-3";"100.101.363";NA;NA;NA;NA;"Missing_PNEC"
"4846-07-5";"100.023.121";NA;NA;NA;NA;"Missing_PNEC"
"485-71-2";"100.006.930";"-";NA;NA;NA;"Missing_PNEC"
"485-72-3";"100.006.931";NA;NA;NA;NA;"Missing_PNEC"
"4851-50-7";"100.023.130";"Inf";NA;Inf;Inf;"Hazard_unlikely/not_identified"
"4858-85-9";"100.023.145";NA;NA;NA;NA;"Missing_PNEC"
"486-25-9";"100.006.937";NA;NA;NA;NA;"Missing_PNEC"
"4861-19-2";"100.023.149";"-";NA;NA;NA;"Missing_PNEC"
"486406-09-1";"100.120.802";NA;NA;NA;NA;"Missing_PNEC"
"486455-65-6";"100.217.026";NA;NA;NA;NA;"Missing_PNEC"
"486459-71-6";"100.246.102";NA;NA;NA;NA;"Missing_PNEC"
"486460-00-8";"100.218.635";NA;NA;NA;NA;"Missing_PNEC"
"486460-32-6";"100.217.948";NA;NA;NA;NA;"Missing_PNEC"
"4866-00-6";"100.023.156";NA;NA;NA;NA;"Missing_PNEC"
"4868-20-6";"100.023.159";NA;NA;NA;NA;"Missing_PNEC"
"486999-08-0";"100.347.059";NA;NA;NA;NA;"Missing_PNEC"
"487-68-3";"100.006.966";NA;NA;NA;NA;"Missing_PNEC"
"487048-28-2";"100.215.015";NA;NA;NA;NA;"Missing_PNEC"
"488-10-8";"100.006.972";"10 mg/L (1)";NA;10;10;"N/A"
"488-43-7";"100.006.980";NA;NA;NA;NA;"Missing_PNEC"
"488-98-2";"100.006.993";NA;NA;NA;NA;"Missing_PNEC"
"488097-90-1";"100.119.153";NA;NA;NA;NA;"Missing_PNEC"
"4883-79-8";"100.023.176";NA;NA;NA;NA;"Missing_PNEC"
"4884-25-7";"100.241.585";NA;NA;NA;NA;"Missing_PNEC"
"4886-26-4";"100.246.469";NA;NA;NA;NA;"Missing_PNEC"
"4890-85-1";"100.023.192";NA;NA;NA;NA;"Missing_PNEC"
"4897-25-0";"100.023.201";NA;NA;NA;NA;"Missing_PNEC"
"4904-61-4";"100.023.212";NA;NA;NA;NA;"Missing_PNEC"
"491-36-1";"100.007.033";"100 mg/L (1)";NA;100;100;"N/A"
"4912-58-7";"100.199.591";NA;NA;NA;NA;"Missing_PNEC"
"492-38-6";"100.007.049";NA;NA;NA;NA;"Missing_PNEC"
"492-41-1";"100.007.051";NA;NA;NA;NA;"Missing_PNEC"
"4926-55-0";"100.023.232";NA;NA;NA;NA;"Missing_PNEC"
"4927-36-0";"100.023.237";NA;NA;NA;NA;"Missing_PNEC"
"4927-39-3";"100.023.238";NA;NA;NA;NA;"Missing_PNEC"
"4928-88-5";"100.105.309";NA;NA;NA;NA;"Missing_PNEC"
"493-05-0";"100.007.068";NA;NA;NA;NA;"Missing_PNEC"
"494-19-9";"100.007.080";NA;NA;NA;NA;"Missing_PNEC"
"4940-11-8";"100.023.256";"1.55 mg/L (2)";NA;1.55;1.55;"N/A"
"494762-23-1";"100.237.830";NA;NA;NA;NA;"Missing_PNEC"
"494799-36-9";"100.217.935";NA;NA;NA;NA;"Missing_PNEC"
"494799-38-1";"100.218.324";NA;NA;NA;NA;"Missing_PNEC"
"4948-15-6";"100.023.264";"Inf";NA;Inf;Inf;"Hazard_unlikely/not_identified"
"495-18-1";"100.007.089";NA;NA;NA;NA;"Missing_PNEC"
"495-54-5";"100.007.095";NA;NA;NA;NA;"Missing_PNEC"
"495-61-4";"100.108.589";NA;NA;NA;NA;"Missing_PNEC"
"495-69-2";"100.007.098";NA;NA;NA;NA;"Missing_PNEC"
"49553-76-6";"100.051.226";"3.67 mg/L (1)";NA;3.67;3.67;"N/A"
"49556-16-3";"100.051.228";NA;NA;NA;NA;"Missing_PNEC"
"49562-28-9";"100.051.234";NA;NA;NA;NA;"Missing_PNEC"
"49564-57-0";"100.051.237";NA;NA;NA;NA;"Missing_PNEC"
"496-16-2";"100.007.108";NA;NA;NA;NA;"Missing_PNEC"
"496-46-8";"100.007.111";"Inf";NA;Inf;Inf;"Hazard_unlikely/not_identified"
"496-69-5";"100.107.492";NA;NA;NA;NA;"Missing_PNEC"
"496-72-0";"100.007.116";NA;NA;NA;NA;"Missing_PNEC"
"49621-56-9";"100.108.657";NA;NA;NA;NA;"Missing_PNEC"
"49625-94-7";"100.051.257";NA;NA;NA;NA;"Missing_PNEC"
"4965-33-7";"100.103.691";NA;NA;NA;NA;"Missing_PNEC"
"49663-84-5";"100.051.272";"100 - 10 000 µg/L (2)";NA;0.1;10;"Bad_value_repaired"
"49667-22-3";"100.103.991";NA;NA;NA;NA;"Missing_PNEC"
"49670-47-5";"100.129.999";NA;NA;NA;NA;"Missing_PNEC"
"49673-81-6";"100.051.279";NA;NA;NA;NA;"Missing_PNEC"
"496775-61-2";"100.128.125";NA;NA;NA;NA;"Missing_PNEC"
"496849-77-5";"100.270.834";NA;NA;NA;NA;"Missing_PNEC"
"497-18-7";"100.007.126";"2.5 mg/L (1)";NA;2.5;2.5;"N/A"
"497-19-8";"100.007.127";"Inf";NA;Inf;Inf;"Hazard_unlikely/not_identified"
"49701-24-8";"100.051.288";NA;NA;NA;NA;"Missing_PNEC"
"49707-23-5";"100.129.262";NA;NA;NA;NA;"Missing_PNEC"
"49708-81-8";"100.100.798";NA;NA;NA;NA;"Missing_PNEC"
"49715-04-0";"100.051.294";NA;NA;NA;NA;"Missing_PNEC"
"497181-19-8";"100.230.641";NA;NA;NA;NA;"Missing_PNEC"
"49720-39-0";"100.273.236";"10 g/L (1)";NA;10000;10000;"N/A"
"49744-25-4";"100.051.307";NA;NA;NA;NA;"Missing_PNEC"
"49744-26-5";"100.051.308";NA;NA;NA;NA;"Missing_PNEC"
"49744-28-7";"100.051.309";NA;NA;NA;NA;"Missing_PNEC"
"49744-39-0";"100.051.312";NA;NA;NA;NA;"Missing_PNEC"
"4979-32-2";"100.023.296";"Inf";NA;Inf;Inf;"Hazard_unlikely/not_identified"
"498-15-7";"100.007.143";"3.26 mg/L (1)";NA;3.26;3.26;"N/A"
"498-66-8";"100.007.152";"100 mg/L (1)";NA;100;100;"N/A"
"498-94-2";"100.007.158";NA;NA;NA;NA;"Missing_PNEC"
"49805-30-3";"100.102.040";NA;NA;NA;NA;"Missing_PNEC"
"49815-58-9";"100.128.460";NA;NA;NA;NA;"Missing_PNEC"
"4983-28-2";"100.261.833";NA;NA;NA;NA;"Missing_PNEC"
"49839-99-8";"100.162.829";NA;NA;NA;NA;"Missing_PNEC"
"4985-85-7";"100.023.311";"20.5 mg/L (1)";NA;20.5;20.5;"N/A"
"4989-59-7";"100.023.318";NA;NA;NA;NA;"Missing_PNEC"
"499-75-2";"100.007.173";"757 µg/L (1)";NA;0.757;0.757;"N/A"
"499-80-9";"100.007.176";NA;NA;NA;NA;"Missing_PNEC"
"499-83-2";"100.007.178";NA;NA;NA;NA;"Missing_PNEC"
"499777-83-2";"100.324.116";NA;NA;NA;NA;"Missing_PNEC"
"499777-84-3";"100.252.545";NA;NA;NA;NA;"Missing_PNEC"
"499777-85-4";"100.252.547";NA;NA;NA;NA;"Missing_PNEC"
"499796-71-3";"100.244.448";NA;NA;NA;NA;"Missing_PNEC"
"50-00-0";"100.000.002";NA;NA;NA;NA;"Missing_PNEC"
"50-01-1";"100.000.003";"Inf";NA;Inf;Inf;"Hazard_unlikely/not_identified"
"50-02-2";"100.000.004";NA;NA;NA;NA;"Missing_PNEC"
"50-03-3";"100.000.005";NA;NA;NA;NA;"Missing_PNEC"
"50-04-4";"100.000.006";NA;NA;NA;NA;"Missing_PNEC"
"50-06-6";"100.000.007";NA;NA;NA;NA;"Missing_PNEC"
"50-21-5";"100.000.017";"Inf";NA;Inf;Inf;"Hazard_unlikely/not_identified"
"50-23-7";"100.000.019";NA;NA;NA;NA;"Missing_PNEC"
"50-24-8";"100.000.020";NA;NA;NA;NA;"Missing_PNEC"
"50-28-2";"100.000.022";NA;NA;NA;NA;"Missing_PNEC"
"50-45-3";"100.000.036";NA;NA;NA;NA;"Missing_PNEC"
"50-47-5";"100.000.037";NA;NA;NA;NA;"Missing_PNEC"
"50-48-6";"100.000.038";NA;NA;NA;NA;"Missing_PNEC"
"50-49-7";"100.000.039";NA;NA;NA;NA;"Missing_PNEC"
"50-52-2";"100.000.041";NA;NA;NA;NA;"Missing_PNEC"
"50-53-3";"100.000.042";NA;NA;NA;NA;"Missing_PNEC"
"50-69-1";"100.000.055";NA;NA;NA;NA;"Missing_PNEC"
"50-78-2";"100.000.059";"36 mg/L (1)";NA;36;36;"N/A"
"50-85-1";"100.000.063";NA;NA;NA;NA;"Missing_PNEC"
"50-89-5";"100.000.065";"100 mg/L (1)";NA;100;100;"N/A"
"50-97-5";"100.000.067";"3.2 mg/L (1)";NA;3.2;3.2;"N/A"
"50-98-6";"100.000.068";"10 mg/L (1)";NA;10;10;"N/A"
"500011-86-9";"100.105.323";"-";NA;NA;NA;"Missing_PNEC"
"500011-88-1";"100.125.049";NA;NA;NA;NA;"Missing_PNEC"
"500011-91-6";"100.232.172";NA;NA;NA;NA;"Missing_PNEC"
"500011-92-7";"100.128.878";NA;NA;NA;NA;"Missing_PNEC"
"500292-86-4";"100.110.549";NA;NA;NA;NA;"Missing_PNEC"
"5005-36-7";"100.023.343";NA;NA;NA;NA;"Missing_PNEC"
"5006-22-4";"100.023.346";NA;NA;NA;NA;"Missing_PNEC"
"5006-62-2";"100.023.347";NA;NA;NA;NA;"Missing_PNEC"
"500717-23-7";"100.280.973";NA;NA;NA;NA;"Missing_PNEC"
"500717-36-2";"100.104.285";NA;NA;NA;NA;"Missing_PNEC"
"500731-87-3";"100.223.761";NA;NA;NA;NA;"Missing_PNEC"
"500791-70-8";"100.104.179";NA;NA;NA;NA;"Missing_PNEC"
"501-52-0";"100.007.204";NA;NA;NA;NA;"Missing_PNEC"
"501-53-1";"100.007.205";NA;NA;NA;NA;"Missing_PNEC"
"501-81-5";"100.007.208";NA;NA;NA;NA;"Missing_PNEC"
"501-94-0";"100.007.210";NA;NA;NA;NA;"Missing_PNEC"
"5011-34-7";"100.023.355";NA;NA;NA;NA;"Missing_PNEC"
"5012-29-3";"100.023.356";"Inf";NA;Inf;Inf;"Hazard_unlikely/not_identified"
"501441-64-1";"100.235.771";NA;NA;NA;NA;"Missing_PNEC"
"501925-98-0";"100.216.124";NA;NA;NA;NA;"Missing_PNEC"
"502-42-1";"100.007.216";NA;NA;NA;NA;"Missing_PNEC"
"502-44-3";"100.007.217";"32 mg/L (1)";NA;32;32;"N/A"
"502-49-8";"100.007.219";NA;NA;NA;NA;"Missing_PNEC"
"502-69-2";"100.007.228";NA;NA;NA;NA;"Missing_PNEC"
"502-72-7";"100.007.229";"100 mg/L (1)";NA;100;100;"N/A"
"502-97-6";"100.007.232";NA;NA;NA;NA;"Missing_PNEC"
"502157-73-5";"100.105.456";NA;NA;NA;NA;"Missing_PNEC"
"502157-74-6";"100.105.457";NA;NA;NA;NA;"Missing_PNEC"
"502187-53-3";"100.267.384";NA;NA;NA;NA;"Missing_PNEC"
"502421-44-5";"100.130.395";NA;NA;NA;NA;"Missing_PNEC"
"502453-61-4";"100.105.324";NA;NA;NA;NA;"Missing_PNEC"
"5025-82-1";"100.023.376";"Inf";NA;Inf;Inf;"Hazard_unlikely/not_identified"
"5026-62-0";"100.023.377";"2 mg/L (1)";NA;2;2;"N/A"
"5026-74-4";"100.023.379";"10 mg/L (1)";NA;10;10;"N/A"
"502605-82-5";"100.107.420";NA;NA;NA;NA;"Missing_PNEC"
"502847-01-0";"100.104.649";NA;NA;NA;NA;"Missing_PNEC"
"502962-81-4";"100.169.178";"80 mg/L (1)";NA;80;80;"N/A"
"503-01-5";"100.007.236";NA;NA;NA;NA;"Missing_PNEC"
"503-40-2";"100.007.243";NA;NA;NA;NA;"Missing_PNEC"
"503-60-6";"100.007.248";NA;NA;NA;NA;"Missing_PNEC"
"503-74-2";"100.007.251";"22.4 mg/L (1)";NA;22.4;22.4;"N/A"
"503155-49-5";"100.113.126";NA;NA;NA;NA;"Missing_PNEC"
"503157-00-4";"100.124.505";NA;NA;NA;NA;"Missing_PNEC"
"5034-06-0";"100.023.386";NA;NA;NA;NA;"Missing_PNEC"
"5036-48-6";"100.023.392";"100 mg/L (1)";NA;100;100;"N/A"
"503614-91-3";"100.224.336";"10 mg/L (1)";NA;10;10;"N/A"
"503615-07-4";"100.262.223";NA;NA;NA;NA;"Missing_PNEC"
"50372-61-7";"100.131.981";NA;NA;NA;NA;"Missing_PNEC"
"5039-78-1";"100.023.394";"19.5 mg/L (1)";NA;19.5;19.5;"N/A"
"504-02-9";"100.007.255";NA;NA;NA;NA;"Missing_PNEC"
"504-17-6";"100.007.260";NA;NA;NA;NA;"Missing_PNEC"
"504-24-5";"100.007.262";NA;NA;NA;NA;"Missing_PNEC"
"504-29-0";"100.007.263";NA;NA;NA;NA;"Missing_PNEC"
"504-53-0";"100.007.267";NA;NA;NA;NA;"Missing_PNEC"
"504-60-9";"100.007.269";"-";NA;NA;NA;"Missing_PNEC"
"504-63-2";"100.007.271";"6 g/L (1)";NA;6000;6000;"N/A"
"50407-76-6";"100.119.113";NA;NA;NA;NA;"Missing_PNEC"
"50412-00-5";"100.051.422";NA;NA;NA;NA;"Missing_PNEC"
"50415-69-5";"100.051.424";NA;NA;NA;NA;"Missing_PNEC"
"5042-33-1";"100.023.396";NA;NA;NA;NA;"Missing_PNEC"
"504387-13-7";"100.104.536";NA;NA;NA;NA;"Missing_PNEC"
"50448-95-8";"100.051.428";NA;NA;NA;NA;"Missing_PNEC"
"5048-35-1";"100.280.377";NA;NA;NA;NA;"Missing_PNEC"
"505-32-8";"100.007.281";"10 g/L (1)";NA;10000;10000;"N/A"
"505-48-6";"100.007.283";NA;NA;NA;NA;"Missing_PNEC"
"505-52-2";"100.007.284";"6.25 mg/L (1)";NA;6.25;6.25;"N/A"
"505-54-4";"100.007.285";"Inf";NA;Inf;Inf;"Hazard_unlikely/not_identified"
"505-65-7";"100.007.287";"199.5 mg/L (1)";NA;199.5;199.5;"N/A"
"505-84-0";"100.007.293";"1 mg/L (1)";NA;1;1;"N/A"
"50509-09-6";"100.247.600";NA;NA;NA;NA;"Missing_PNEC"
"5053-06-5";"100.023.411";NA;NA;NA;NA;"Missing_PNEC"
"5056-17-7";"100.023.415";NA;NA;NA;NA;"Missing_PNEC"
"50583-51-2";"100.198.123";NA;NA;NA;NA;"Missing_PNEC"
"50586-59-9";"100.105.611";"1 g/L (1)";NA;1000;1000;"N/A"
"50588-42-6";"100.115.348";NA;NA;NA;NA;"Missing_PNEC"
"50594-82-6";"100.051.470";NA;NA;NA;NA;"Missing_PNEC"
"506-30-9";"100.007.302";"585 µg/L (1)";NA;0.585;0.585;"N/A"
"506-51-4";"100.007.313";"Inf";NA;Inf;Inf;"Hazard_unlikely/not_identified"
"506-59-2";"100.007.315";NA;NA;NA;NA;"Missing_PNEC"
"506-61-6";"100.007.316";"25 µg/L (1)";NA;0.025;0.025;"N/A"
"506-64-9";"100.007.317";"25 µg/L (1)";NA;0.025;0.025;"N/A"
"506-68-3";"100.007.320";NA;NA;NA;NA;"Missing_PNEC"
"506-77-4";"100.007.321";NA;NA;NA;NA;"Missing_PNEC"
"506-87-6";"100.007.326";NA;NA;NA;NA;"Missing_PNEC"
"506-93-4";"100.007.328";"Inf";NA;Inf;Inf;"Hazard_unlikely/not_identified"
"506-96-7";"100.007.329";NA;NA;NA;NA;"Missing_PNEC"
"5063-03-6";"100.023.425";NA;NA;NA;NA;"Missing_PNEC"
"5064-31-3";"100.023.426";"270 - 540 mg/L (2)";NA;270;540;"N/A"
"506426-96-6";"100.104.350";NA;NA;NA;NA;"Missing_PNEC"
"506427-91-4";"100.254.905";NA;NA;NA;NA;"Missing_PNEC"
"506428-04-2";"100.124.713";NA;NA;NA;NA;"Missing_PNEC"
"50650-59-4";"100.120.482";NA;NA;NA;NA;"Missing_PNEC"
"50650-75-4";"100.113.342";NA;NA;NA;NA;"Missing_PNEC"
"50652-76-1";"100.103.145";NA;NA;NA;NA;"Missing_PNEC"
"50652-80-7";"100.104.774";NA;NA;NA;NA;"Missing_PNEC"
"50662-99-2";"100.051.521";NA;NA;NA;NA;"Missing_PNEC"
"50675-18-8";"100.148.977";NA;NA;NA;NA;"Missing_PNEC"
"507-09-5";"100.007.331";NA;NA;NA;NA;"Missing_PNEC"
"507-20-0";"100.007.334";NA;NA;NA;NA;"Missing_PNEC"
"507-40-4";"100.007.339";NA;NA;NA;NA;"Missing_PNEC"
"507-70-0";"100.007.346";"1 mg/L (1)";NA;1;1;"N/A"
"50712-63-5";"100.051.556";NA;NA;NA;NA;"Missing_PNEC"
"50715-28-1";"100.101.091";NA;NA;NA;NA;"Missing_PNEC"
"50717-99-2";"100.130.205";NA;NA;NA;NA;"Missing_PNEC"
"507448-65-9";"100.227.912";NA;NA;NA;NA;"Missing_PNEC"
"50798-31-7";"100.345.649";NA;NA;NA;NA;"Missing_PNEC"
"508-54-3";"100.007.351";NA;NA;NA;NA;"Missing_PNEC"
"5080-22-8";"100.023.447";"40 mg/L (1)";NA;40;40;"N/A"
"5081-87-8";"100.023.451";NA;NA;NA;NA;"Missing_PNEC"
"50814-31-8";"100.051.603";NA;NA;NA;NA;"Missing_PNEC"
"508202-43-5";"100.103.952";NA;NA;NA;NA;"Missing_PNEC"
"50846-01-0";"100.051.615";NA;NA;NA;NA;"Missing_PNEC"
"5089-22-5";"100.023.457";NA;NA;NA;NA;"Missing_PNEC"
"5089-70-3";"100.023.459";"32 mg/L (1)";NA;32;32;"N/A"
"5089-72-5";"100.023.460";"25 mg/L (1)";NA;25;25;"N/A"
"50890-96-5";"100.223.062";NA;NA;NA;NA;"Missing_PNEC"
"50892-62-1";"100.119.160";NA;NA;NA;NA;"Missing_PNEC"
"50893-36-2";"100.051.648";NA;NA;NA;NA;"Missing_PNEC"
"50893-53-3";"100.051.650";NA;NA;NA;NA;"Missing_PNEC"
"509-34-2";"100.007.361";"10 mg/L (2)";NA;10;10;"N/A"
"509-60-4";"100.007.365";NA;NA;NA;NA;"Missing_PNEC"
"50905-10-7";"100.102.952";NA;NA;NA;NA;"Missing_PNEC"
"50910-53-7";"100.169.466";NA;NA;NA;NA;"Missing_PNEC"
"50910-55-9";"100.051.656";NA;NA;NA;NA;"Missing_PNEC"
"50925-42-3";"100.051.665";"Inf";NA;Inf;Inf;"Hazard_unlikely/not_identified"
"50925-66-1";"100.051.666";"20 mg/L (1)";NA;20;20;"N/A"
"50940-49-3";"100.105.171";"5.1 mg/L (2)";NA;5.1;5.1;"N/A"
"5096-13-9";"100.023.467";NA;NA;NA;NA;"Missing_PNEC"
"50977-10-1";"100.051.693";NA;NA;NA;NA;"Missing_PNEC"
"50979-18-5";"100.051.697";NA;NA;NA;NA;"Missing_PNEC"
"50982-12-2";"100.103.803";NA;NA;NA;NA;"Missing_PNEC"
"50998-13-5";"100.112.270";NA;NA;NA;NA;"Missing_PNEC"
"51-03-6";"100.000.070";"200 - 2 890 µg/L (2)";NA;0.2;2.89;"Bad_value_repaired"
"51-05-8";"100.000.071";NA;NA;NA;NA;"Missing_PNEC"
"51-17-2";"100.000.075";"100 mg/L (1)";NA;100;100;"N/A"
"51-21-8";"100.000.078";NA;NA;NA;NA;"Missing_PNEC"
"51-28-5";"100.000.080";"400 µg/L (1)";NA;0.4;0.4;"N/A"
"51-34-3";"100.000.083";"84.7 mg/L (1)";NA;84.7;84.7;"N/A"
"51-35-4";"100.000.084";"Inf";NA;Inf;Inf;"Hazard_unlikely/not_identified"
"51-36-5";"100.000.085";NA;NA;NA;NA;"Missing_PNEC"
"51-48-9";"100.000.093";NA;NA;NA;NA;"Missing_PNEC"
"51-64-9";"100.000.103";NA;NA;NA;NA;"Missing_PNEC"
"51-67-2";"100.000.106";NA;NA;NA;NA;"Missing_PNEC"
"51-80-9";"100.000.114";NA;NA;NA;NA;"Missing_PNEC"
"51000-52-3";"100.051.715";"5 mg/L (1)";NA;5;5;"N/A"
"51012-32-9";"100.051.717";NA;NA;NA;NA;"Missing_PNEC"
"51019-43-3";"100.133.678";NA;NA;NA;NA;"Missing_PNEC"
"5102-83-0";"100.023.475";"Inf";NA;Inf;Inf;"Hazard_unlikely/not_identified"
"51022-74-3";"100.051.726";"Inf";NA;Inf;Inf;"Hazard_unlikely/not_identified"
"51032-53-2";"100.115.416";NA;NA;NA;NA;"Missing_PNEC"
"51067-38-0";"100.213.941";NA;NA;NA;NA;"Missing_PNEC"
"5107-67-5";"100.023.485";NA;NA;NA;NA;"Missing_PNEC"
"510729-01-8";"100.225.102";NA;NA;NA;NA;"Missing_PNEC"
"51076-95-0";"100.156.906";NA;NA;NA;NA;"Missing_PNEC"
"511-09-1";"100.007.384";NA;NA;NA;NA;"Missing_PNEC"
"51115-67-4";"100.051.778";"-";NA;NA;NA;"Missing_PNEC"
"51145-61-0";"100.112.950";NA;NA;NA;NA;"Missing_PNEC"
"511540-64-0";"100.132.328";"Inf";NA;Inf;Inf;"Hazard_unlikely/not_identified"
"511545-93-0";"100.218.487";NA;NA;NA;NA;"Missing_PNEC"
"511545-94-1";"100.207.717";NA;NA;NA;NA;"Missing_PNEC"
"51167-18-1";"100.051.826";NA;NA;NA;NA;"Missing_PNEC"
"5117-12-4";"100.101.697";"1 mg/L (1)";NA;1;1;"N/A"
"51178-75-7";"100.102.419";NA;NA;NA;NA;"Missing_PNEC"
"5118-13-8";"100.246.825";NA;NA;NA;NA;"Missing_PNEC"
"51181-50-1";"100.051.834";"53.7 mg/L (1)";NA;53.7;53.7;"N/A"
"512-04-9";"100.007.396";NA;NA;NA;NA;"Missing_PNEC"
"512-15-2";"100.007.398";NA;NA;NA;NA;"Missing_PNEC"
"512-42-5";"100.007.403";NA;NA;NA;NA;"Missing_PNEC"
"512-56-1";"100.007.405";"100 mg/L (1)";NA;100;100;"N/A"
"51200-87-4";"100.051.845";NA;NA;NA;NA;"Missing_PNEC"
"51202-86-9";"100.051.851";NA;NA;NA;NA;"Missing_PNEC"
"51229-78-8";"100.102.448";NA;NA;NA;NA;"Missing_PNEC"
"51231-09-5";"100.243.795";NA;NA;NA;NA;"Missing_PNEC"
"5124-25-4";"100.023.511";"3.2 mg/L (1)";NA;3.2;3.2;"N/A"
"5124-30-1";"100.023.512";"1.91 mg/L (1)";NA;1.91;1.91;"N/A"
"51240-95-0";"100.051.871";"127.6 mg/L (1)";NA;127.6;127.6;"N/A"
"51263-08-2";"100.051.886";NA;NA;NA;NA;"Missing_PNEC"
"51274-00-1";"100.051.890";"Inf";NA;Inf;Inf;"Hazard_unlikely/not_identified"
"51277-96-4";"100.051.895";"200 mg/L (1)";NA;200;200;"N/A"
"5128-28-9";"100.148.885";NA;NA;NA;NA;"Missing_PNEC"
"512802-65-2";"100.112.626";"Inf";NA;Inf;Inf;"Hazard_unlikely/not_identified"
"51285-81-5";"100.104.526";NA;NA;NA;NA;"Missing_PNEC"
"51287-84-4";"100.051.902";NA;NA;NA;NA;"Missing_PNEC"
"513-35-9";"100.007.416";"5.77 mg/L (1)";NA;5.77;5.77;"N/A"
"513-36-0";"100.007.417";NA;NA;NA;NA;"Missing_PNEC"
"513-42-8";"100.007.420";NA;NA;NA;NA;"Missing_PNEC"
"513-77-9";"100.007.426";"62.2 mg/L (2)";NA;62.2;62.2;"N/A"
"513-78-0";"100.007.427";"20 µg/L (1)";NA;0.02;0.02;"N/A"
"513-79-1";"100.007.428";"370 µg/L (2)";NA;0.37;0.37;"N/A"
"513-85-9";"100.007.431";"10 mg/L (1)";NA;10;10;"N/A"
"513-86-0";"100.007.432";NA;NA;NA;NA;"Missing_PNEC"
"513-88-2";"100.007.433";NA;NA;NA;NA;"Missing_PNEC"
"5131-58-8";"100.023.524";NA;NA;NA;NA;"Missing_PNEC"
"5131-66-8";"100.023.526";"10 mg/L (1)";NA;10;10;"N/A"
"51322-75-9";"100.125.400";NA;NA;NA;NA;"Missing_PNEC"
"51336-94-8";"100.149.052";NA;NA;NA;NA;"Missing_PNEC"
"51336-95-9";"100.106.643";NA;NA;NA;NA;"Missing_PNEC"
"51357-74-5";"100.051.938";NA;NA;NA;NA;"Missing_PNEC"
"51368-55-9";"100.051.944";NA;NA;NA;NA;"Missing_PNEC"
"5137-52-0";"100.023.541";"Inf";NA;Inf;Inf;"Hazard_unlikely/not_identified"
"5137-55-3";"100.023.542";"20 µg/L (1)";NA;0.02;0.02;"N/A"
"5137-70-2";"100.023.543";NA;NA;NA;NA;"Missing_PNEC"
"5138-18-1";"100.023.544";NA;NA;NA;NA;"Missing_PNEC"
"51388-20-6";"100.051.955";NA;NA;NA;NA;"Missing_PNEC"
"51390-14-8";"100.102.031";NA;NA;NA;NA;"Missing_PNEC"
"51404-69-4";"100.051.960";NA;NA;NA;NA;"Missing_PNEC"
"51410-72-1";"100.051.966";"9 g/L (1)";NA;9000;9000;"N/A"
"51422-54-9";"100.051.979";"Inf";NA;Inf;Inf;"Hazard_unlikely/not_identified"
"5146-66-7";"100.023.562";NA;NA;NA;NA;"Missing_PNEC"
